Track,Track链接,Month,Pending,Clear,Reject,Total,Ave. Waiting Days for Complete Cases,字段2_link,CheckeeCaseNo,LastName,FirstName,ID,Univeristy,CheckDate,Degree,VisaType,VisaEntry,Employer,JobTitle,Consulate,YearsInUSA,Major,Status,Country,CompleteDate,Note
Track,https://www.checkee.info/main.php?dispdate=2019-12,2019-12,192,167,0,359,21,https://www.checkee.info/personal_detail.php?casenum=828272,Checkee CaseNum: 828272,Last Name: N/A,First Name: N/A,ID: 心里的发,University(College): umich,Check Date: 2019-12-26,Degree: Ph.D,Visa Type: F1,Visa Entry: New,Employer: N/A,Job Title: N/A,US Consulate: BeiJing,Years in Usa: 2,Major: Physics,Status: Clear,Country: N/A,Complete Date: 2019-12-31,Note: 续签 问了一大堆问题然后过了 最后给了五年签 开心
Track,https://www.checkee.info/main.php?dispdate=2019-12,2019-12,192,167,0,359,21,https://www.checkee.info/personal_detail.php?casenum=828305,Checkee CaseNum: 828305,Last Name: N/A,First Name: N/A,ID: 早日出签,University(College): N/A,Check Date: 2019-12-26,Degree: Ph.D,Visa Type: O1,Visa Entry: New,Employer: N/A,Job Title: N/A,US Consulate: ShangHai,Years in Usa: 0,Major: Electrical Engineering,Status: Pending,Country: China,Complete Date: 0000-00-00,"Note: VO asked for i797, CV, and petition letter. I was informed that the AP would take about 5-6 weeks to complete. Keep fingers crossed. 

1st update 2019-12-26"
Track,https://www.checkee.info/main.php?dispdate=2019-12,2019-12,192,167,0,359,21,https://www.checkee.info/personal_detail.php?casenum=828418,Checkee CaseNum: 828418,Last Name: N/A,First Name: N/A,ID: 已经开学一,University(College): N/A,Check Date: 2019-12-26,Degree: N/A,Visa Type: F1,Visa Entry: New,Employer: N/A,Job Title: N/A,US Consulate: BeiJing,Years in Usa: 0,Major: N/A,Status: Pending,Country: N/A,Complete Date: 0000-00-00,Note:
Track,https://www.checkee.info/main.php?dispdate=2019-12,2019-12,192,167,0,359,21,https://www.checkee.info/personal_detail.php?casenum=828262,Checkee CaseNum: 828262,Last Name: N/A,First Name: N/A,ID: angrybirds,University(College): N/A,Check Date: 2019-12-27,Degree: N/A,Visa Type: B1,Visa Entry: New,Employer: N/A,Job Title: N/A,US Consulate: BeiJing,Years in Usa: 0,Major: Chem. and Biomol. Eng.,Status: Pending,Country: N/A,Complete Date: 0000-00-00,Note:
Track,https://www.checkee.info/main.php?dispdate=2019-12,2019-12,192,167,0,359,21,https://www.checkee.info/personal_detail.php?casenum=827885,Checkee CaseNum: 827885,Last Name: N/A,First Name: N/A,ID: 328903563,University(College): N/A,Check Date: 2019-12-27,Degree: N/A,Visa Type: H1,Visa Entry: New,Employer: N/A,Job Title: Software Engineer,US Consulate: BeiJing,Years in Usa: 0,Major: Information technology,Status: Pending,Country: N/A,Complete Date: 0000-00-00,Note:
Track,https://www.checkee.info/main.php?dispdate=2019-12,2019-12,192,167,0,359,21,https://www.checkee.info/personal_detail.php?casenum=828214,Checkee CaseNum: 828214,Last Name: N/A,First Name: N/A,ID: 192495089776354,University(College): N/A,Check Date: 2019-12-27,Degree: Ph.D,Visa Type: J1,Visa Entry: New,Employer: N/A,Job Title: N/A,US Consulate: ShangHai,Years in Usa: 0,Major: MECHANICAL ENGINEERING,Status: Pending,Country: N/A,Complete Date: 0000-00-00,Note:
Track,https://www.checkee.info/main.php?dispdate=2019-12,2019-12,192,167,0,359,21,https://www.checkee.info/personal_detail.php?casenum=828215,Checkee CaseNum: 828215,Last Name: N/A,First Name: N/A,ID: If_I_could_star,University(College): N/A,Check Date: 2019-12-27,Degree: MS,Visa Type: H1,Visa Entry: New,Employer: N/A,Job Title: Software Engineer,US Consulate: HongKong,Years in Usa: 3,Major: Computer Science,Status: Pending,Country: China,Complete Date: 0000-00-00,Note: 其实过去的种种让我知道，“好事多磨”是存在的
Track,https://www.checkee.info/main.php?dispdate=2019-12,2019-12,192,167,0,359,21,https://www.checkee.info/personal_detail.php?casenum=828227,Checkee CaseNum: 828227,Last Name: N/A,First Name: N/A,ID: 攒人品求过,University(College): N/A,Check Date: 2019-12-27,Degree: N/A,Visa Type: H1,Visa Entry: Renewal,Employer: N/A,Job Title: N/A,US Consulate: GuangZhou,Years in Usa: 0,Major: EE,Status: Pending,Country: N/A,Complete Date: 0000-00-00,"Note: Case Created: 26-Dec-2019
Last Updated: 27-Dec-2019"
Track,https://www.checkee.info/main.php?dispdate=2019-12,2019-12,192,167,0,359,21,https://www.checkee.info/personal_detail.php?casenum=828235,Checkee CaseNum: 828235,Last Name: Fang,First Name: N/A,ID: nmemtf,University(College): Washington U,Check Date: 2019-12-27,Degree: Ph.D,Visa Type: F1,Visa Entry: Renewal,Employer: N/A,Job Title: PHD,US Consulate: ShenYang,Years in Usa: 10,Major: BME,Status: Pending,Country: China,Complete Date: 0000-00-00,Note: 4th PHD.
Track,https://www.checkee.info/main.php?dispdate=2019-12,2019-12,192,167,0,359,21,https://www.checkee.info/personal_detail.php?casenum=828249,Checkee CaseNum: 828249,Last Name: N/A,First Name: N/A,ID: doudou,University(College): N/A,Check Date: 2019-12-27,Degree: N/A,Visa Type: B2,Visa Entry: New,Employer: N/A,Job Title: N/A,US Consulate: ChengDu,Years in Usa: 0,Major: plant biology,Status: Pending,Country: N/A,Complete Date: 0000-00-00,"Note: Case Created: 26-Dec-2019
Case Last Updated: 27-Dec-2019
2020-01-03 催一次 
2020-01-10 催一次"
Track,https://www.checkee.info/main.php?dispdate=2019-12,2019-12,192,167,0,359,21,https://www.checkee.info/personal_detail.php?casenum=828253,Checkee CaseNum: 828253,Last Name: hello,First Name: CS,ID: AA009HHCMH,University(College): mst,Check Date: 2019-12-27,Degree: MS,Visa Type: F1,Visa Entry: New,Employer: N/A,Job Title: N/A,US Consulate: GuangZhou,Years in Usa: 0,Major: CS,Status: Pending,Country: 中国,Complete Date: 0000-00-00,"Note: CS, ai
简单问了，为什么要去美国，学校，专业，研究领域。然后要了 导师cv，我的cv，学习计划。
接着就是4-5个星期的AP

qq:40970159"
Track,https://www.checkee.info/main.php?dispdate=2019-12,2019-12,192,167,0,359,21,https://www.checkee.info/personal_detail.php?casenum=828297,Checkee CaseNum: 828297,Last Name: N/A,First Name: N/A,ID: weedwind,University(College): N/A,Check Date: 2019-12-27,Degree: Ph.D,Visa Type: H1,Visa Entry: New,Employer: N/A,Job Title: SWE,US Consulate: BeiJing,Years in Usa: 9,Major: EE,Status: Pending,Country: N/A,Complete Date: 0000-00-00,Note:
Track,https://www.checkee.info/main.php?dispdate=2019-12,2019-12,192,167,0,359,21,https://www.checkee.info/personal_detail.php?casenum=828341,Checkee CaseNum: 828341,Last Name: N/A,First Name: N/A,ID: 一个数据点,University(College): N/A,Check Date: 2019-12-27,Degree: N/A,Visa Type: H1,Visa Entry: New,Employer: N/A,Job Title: N/A,US Consulate: BeiJing,Years in Usa: 0,Major: ECE,Status: Pending,Country: N/A,Complete Date: 0000-00-00,"Note: Case Created:
26-Dec-2019
Case Last Updated:
27-Dec-2019"
Track,https://www.checkee.info/main.php?dispdate=2019-12,2019-12,192,167,0,359,21,https://www.checkee.info/personal_detail.php?casenum=828344,Checkee CaseNum: 828344,Last Name: N/A,First Name: N/A,ID: 现场过网站,University(College): N/A,Check Date: 2019-12-27,Degree: Ph.D,Visa Type: H1,Visa Entry: New,Employer: University,Job Title: Assistant Professor,US Consulate: BeiJing,Years in Usa: 10,Major: Math,Status: Clear,Country: N/A,Complete Date: 2020-01-08,Note: 现场过网站显示AP
Track,https://www.checkee.info/main.php?dispdate=2019-12,2019-12,192,167,0,359,21,https://www.checkee.info/personal_detail.php?casenum=828439,Checkee CaseNum: 828439,Last Name: Dou,First Name: Shan,ID: CapMarvel,University(College): UC Berkeley,Check Date: 2019-12-27,Degree: Ph.D,Visa Type: O1,Visa Entry: New,Employer: a bay area startup,Job Title: Signal Processing Scientist,US Consulate: BeiJing,Years in Usa: 12,Major: Seismology,Status: Pending,Country: China,Complete Date: 0000-00-00,"Note: I currently work as a signal processing scientist for a startup that does battery quality inspection. During the in-person interview, my VO is a friendly-looking Caucasian man who had my digital DS160 open on his monitor.

He asked about:
1. What kind of work do you do?
2. Upon learning about that I work on battery quality inspection, he asked ""What type of batteries""?
3. Then he asked ""what is your highest degree""? Upon hearing me answering ""PhD"", he added, ""from UC Berkeley, right?"" and I confirmed.

Then he told me that he is going to need my resume and job description. Unfortunately I had all other materials (including the recommended past 6-month pay stubs) except my hardcopy resume. I apologized and he gave me a green 221(g) sheet, asked me to send the materials to the email address shown on the sheet and added that I would not need to return in person for additional interviews.

Up to now my case status remains to be ""under administrative processing"". Fingers are crossed, and lessons learned--always bring ample amount of materials about oneself."
Track,https://www.checkee.info/main.php?dispdate=2019-12,2019-12,192,167,0,359,21,https://www.checkee.info/personal_detail.php?casenum=828266,Checkee CaseNum: 828266,Last Name: N/A,First Name: N/A,ID: 为啥老check,University(College): CMU,Check Date: 2019-12-30,Degree: MS,Visa Type: H1,Visa Entry: New,Employer: VMware,Job Title: Mts,US Consulate: GuangZhou,Years in Usa: 7,Major: ECE,Status: Pending,Country: China,Complete Date: 0000-00-00,Note:
Track,https://www.checkee.info/main.php?dispdate=2019-12,2019-12,192,167,0,359,21,https://www.checkee.info/personal_detail.php?casenum=828242,Checkee CaseNum: 828242,Last Name: N/A,First Name: N/A,ID: 求速过,University(College): N/A,Check Date: 2019-12-30,Degree: N/A,Visa Type: H1,Visa Entry: New,Employer: N/A,Job Title: N/A,US Consulate: ShangHai,Years in Usa: 0,Major: N/A,Status: Pending,Country: United States,Complete Date: 0000-00-00,"Note: Case Created: 27-Dec-2019
Case Last Updated: 30-Dec-2019"
Track,https://www.checkee.info/main.php?dispdate=2019-12,2019-12,192,167,0,359,21,https://www.checkee.info/personal_detail.php?casenum=828284,Checkee CaseNum: 828284,Last Name: N/A,First Name: N/A,ID: QingYing,University(College): N/A,Check Date: 2019-12-30,Degree: MS,Visa Type: H1,Visa Entry: New,Employer: N/A,Job Title: SWE,US Consulate: BeiJing,Years in Usa: 0,Major: CS,Status: Clear,Country: United States,Complete Date: 2020-01-09,"Note: 1/7 second update
1/9 Issued!

第一次这么快issue，以前次次都check。"
Track,https://www.checkee.info/main.php?dispdate=2019-12,2019-12,192,167,0,359,21,https://www.checkee.info/personal_detail.php?casenum=828318,Checkee CaseNum: 828318,Last Name: N/A,First Name: N/A,ID: youwei,University(College): N/A,Check Date: 2019-12-30,Degree: N/A,Visa Type: F1,Visa Entry: Renewal,Employer: N/A,Job Title: N/A,US Consulate: BeiJing,Years in Usa: 0,Major: CS,Status: Clear,Country: N/A,Complete Date: 2020-01-03,Note:
Track,https://www.checkee.info/main.php?dispdate=2019-12,2019-12,192,167,0,359,21,https://www.checkee.info/personal_detail.php?casenum=828319,Checkee CaseNum: 828319,Last Name: N/A,First Name: N/A,ID: blessall,University(College): N/A,Check Date: 2019-12-30,Degree: N/A,Visa Type: H1,Visa Entry: New,Employer: N/A,Job Title: N/A,US Consulate: BeiJing,Years in Usa: 0,Major: Computer Science,Status: Clear,Country: N/A,Complete Date: 2020-01-09,"Note: Case Created:		27-Dec-2019
Case Last Updated:	30-Dec-2019
Case Last Updated:	08-Jan-2020
Issued:			09-Jan-2020"
Track,https://www.checkee.info/main.php?dispdate=2019-12,2019-12,192,167,0,359,21,https://www.checkee.info/personal_detail.php?casenum=828382,Checkee CaseNum: 828382,Last Name: N/A,First Name: N/A,ID: qwertyuiop,University(College): N/A,Check Date: 2019-12-30,Degree: N/A,Visa Type: F1,Visa Entry: Renewal,Employer: N/A,Job Title: N/A,US Consulate: BeiJing,Years in Usa: 0,Major: Statistics,Status: Clear,Country: CHINA,Complete Date: 2020-01-08,Note:
Track,https://www.checkee.info/main.php?dispdate=2019-12,2019-12,192,167,0,359,21,https://www.checkee.info/personal_detail.php?casenum=828443,Checkee CaseNum: 828443,Last Name: N/A,First Name: N/A,ID: 当时approve�,University(College): N/A,Check Date: 2019-12-30,Degree: N/A,Visa Type: H1,Visa Entry: New,Employer: N/A,Job Title: N/A,US Consulate: BeiJing,Years in Usa: 0,Major: Math,Status: Pending,Country: N/A,Complete Date: 0000-00-00,Note:
Track,https://www.checkee.info/main.php?dispdate=2019-12,2019-12,192,167,0,359,21,https://www.checkee.info/personal_detail.php?casenum=828281,Checkee CaseNum: 828281,Last Name: N/A,First Name: N/A,ID: AA009IFF8B,University(College): N/A,Check Date: 2019-12-31,Degree: N/A,Visa Type: F1,Visa Entry: New,Employer: N/A,Job Title: N/A,US Consulate: ShangHai,Years in Usa: 0,Major: N/A,Status: Clear,Country: N/A,Complete Date: 2020-01-03,Note:
Track,https://www.checkee.info/main.php?dispdate=2019-12,2019-12,192,167,0,359,21,https://www.checkee.info/personal_detail.php?casenum=828300,Checkee CaseNum: 828300,Last Name: N/A,First Name: N/A,ID: 求能过！,University(College): N/A,Check Date: 2019-12-31,Degree: Ph.D,Visa Type: F1,Visa Entry: Renewal,Employer: University,Job Title: N/A,US Consulate: BeiJing,Years in Usa: 6,Major: ME,Status: Pending,Country: China,Complete Date: 0000-00-00,Note:
Track,https://www.checkee.info/main.php?dispdate=2019-12,2019-12,192,167,0,359,21,https://www.checkee.info/personal_detail.php?casenum=828311,Checkee CaseNum: 828311,Last Name: N/A,First Name: N/A,ID: cesc1122,University(College): N/A,Check Date: 2019-12-31,Degree: N/A,Visa Type: H1,Visa Entry: Renewal,Employer: N/A,Job Title: N/A,US Consulate: ShangHai,Years in Usa: 0,Major: EE,Status: Clear,Country: N/A,Complete Date: 2020-01-02,"Note: 12月31号早上面签，签证官问了公司名称，职责，工资和公司主要产品，没要任何其他材料，然后说了approve。1月1日回来查状态发现是AP，1月2日再查就是issued。
以前每次都AP，这次非常意外。祝大家好运！"
Track,https://www.checkee.info/main.php?dispdate=2019-12,2019-12,192,167,0,359,21,https://www.checkee.info/personal_detail.php?casenum=828315,Checkee CaseNum: 828315,Last Name: N/A,First Name: N/A,ID: 攒人品 求�,University(College): N/A,Check Date: 2019-12-31,Degree: MS,Visa Type: J1,Visa Entry: New,Employer: N/A,Job Title: N/A,US Consulate: ChengDu,Years in Usa: 0,Major: Polymer Materials,Status: Pending,Country: N/A,Complete Date: 0000-00-00,Note:
Track,https://www.checkee.info/main.php?dispdate=2019-12,2019-12,192,167,0,359,21,https://www.checkee.info/personal_detail.php?casenum=828324,Checkee CaseNum: 828324,Last Name: N/A,First Name: N/A,ID: yujieq,University(College): N/A,Check Date: 2019-12-31,Degree: N/A,Visa Type: F1,Visa Entry: Renewal,Employer: N/A,Job Title: N/A,US Consulate: ShangHai,Years in Usa: 2,Major: CS,Status: Pending,Country: N/A,Complete Date: 0000-00-00,Note: CS PhD
Track,https://www.checkee.info/main.php?dispdate=2019-12,2019-12,192,167,0,359,21,https://www.checkee.info/personal_detail.php?casenum=828411,Checkee CaseNum: 828411,Last Name: N/A,First Name: N/A,ID: 越越越越越,University(College): N/A,Check Date: 2019-12-31,Degree: N/A,Visa Type: F1,Visa Entry: Renewal,Employer: N/A,Job Title: N/A,US Consulate: BeiJing,Years in Usa: 0,Major: Software engineering,Status: Pending,Country: N/A,Complete Date: 0000-00-00,Note:
Track,https://www.checkee.info/main.php?dispdate=2019-11,2019-11,115,252,2,369,37,https://www.checkee.info/personal_detail.php?casenum=827329,Checkee CaseNum: 827329,Last Name: N/A,First Name: N/A,ID: ibmyid,University(College): N/A,Check Date: 2019-11-01,Degree: N/A,Visa Type: J1,Visa Entry: New,Employer: N/A,Job Title: N/A,US Consulate: BeiJing,Years in Usa: 0,Major: Geography/Remote Sensing,Status: Clear,Country: N/A,Complete Date: 2019-12-18,"Note: 敏感专业--遥感，但是研究方向不敏感。

预约的周五(2019-11-1)的面签，详情稍后更新。

2019-11-1晚第一次更新：

预约的九点半的面签，大概九点到达，然后排了两个多小时的队，才开始和一个女白人VO面谈。上来只拿走了我的护照，问我要去美国干啥，我答to do some research，然后才要走了我的DS2019。之后边打字边问我了研究内容，经费来源，去哪所学校，并要走了我的CV。突然话锋一转，聊起来了北京的天气，说挺冷的，她还没准备好冬天就来了，我附和道北京是挺冷的。最后要走了我的研究计划和导师CV，并问我有没有读蓝色的小册子，给了黄条子（不出意料果然要被check啊），让我等待AP结果。我问要AP多久，VO告诉我说不一定。

截至2019-12-12 晚上 17：57：

满六周，没有任何更新，催签效果没用，都是模板回复。真的炸毛了。

2019-12-17 中午 12：07：

早上去清华大学跑了个腿办了点杂事，回来发现状态突然更新了，已经整整46天了，真不容易，中间心态经历了期待-焦躁-爆炸-平复，本来已经准备二签了。

2019-12-18 早上 10:08：

ISSUED。最后建议没有超过两个月的小伙伴们先等一等。"
Track,https://www.checkee.info/main.php?dispdate=2019-11,2019-11,115,252,2,369,37,,,,,,,,,,,,,,,,,,,
Track,https://www.checkee.info/main.php?dispdate=2019-11,2019-11,115,252,2,369,37,https://www.checkee.info/personal_detail.php?casenum=827363,Checkee CaseNum: 827363,Last Name: N/A,First Name: N/A,ID: god_bless_me,University(College): N/A,Check Date: 2019-11-01,Degree: N/A,Visa Type: F1,Visa Entry: New,Employer: N/A,Job Title: N/A,US Consulate: BeiJing,Years in Usa: 0,Major: CS,Status: Clear,Country: N/A,Complete Date: 2019-12-17,"Note: 11.1 check
12.16 1st update
12.17 issued"
Track,https://www.checkee.info/main.php?dispdate=2019-11,2019-11,115,252,2,369,37,https://www.checkee.info/personal_detail.php?casenum=827371,Checkee CaseNum: 827371,Last Name: N/A,First Name: N/A,ID: linearsong,University(College): N/A,Check Date: 2019-11-01,Degree: N/A,Visa Type: F1,Visa Entry: New,Employer: N/A,Job Title: N/A,US Consulate: ShangHai,Years in Usa: 0,Major: math phd,Status: Pending,Country: N/A,Complete Date: 0000-00-00,"Note: 6.13成都 10.29撤签
11.1 上海二签"
Track,https://www.checkee.info/main.php?dispdate=2019-11,2019-11,115,252,2,369,37,https://www.checkee.info/personal_detail.php?casenum=827385,Checkee CaseNum: 827385,Last Name: N/A,First Name: N/A,ID: familyhealthy,University(College): N/A,Check Date: 2019-11-01,Degree: MS,Visa Type: H1,Visa Entry: Renewal,Employer: A well-known software company,Job Title: Software Engineer,US Consulate: BeiJing,Years in Usa: 5,Major: CS,Status: Clear,Country: China,Complete Date: 2019-11-05,"Note: my background: cs master, working for a well-known company as software engineer. Got i797 in 2016, have two h1b visa with that i797. The first i797 expired in 2019, got h1b extension and a new i797.

10-31 case created
11-1 interview, AP with yellow ticket 221g, VO says it takes less than 2 weeks
11-4 updated
11-5 issued

wish you good luck as me"
Track,https://www.checkee.info/main.php?dispdate=2019-11,2019-11,115,252,2,369,37,https://www.checkee.info/personal_detail.php?casenum=827433,Checkee CaseNum: 827433,Last Name: N/A,First Name: N/A,ID: 国家一级摸,University(College): Cornell University,Check Date: 2019-11-01,Degree: Ph.D,Visa Type: F1,Visa Entry: New,Employer: N/A,Job Title: N/A,US Consulate: ShangHai,Years in Usa: 0,Major: Mechanical Engineering,Status: Pending,Country: N/A,Complete Date: 0000-00-00,"Note: 2019.5.6 北京一签，170天无update，撤签后选择上海二签
2019.11.1 上海二签，VO是25号阿姨，还是个check，希望能4-6周内出签吧……"
Track,https://www.checkee.info/main.php?dispdate=2019-11,2019-11,115,252,2,369,37,https://www.checkee.info/personal_detail.php?casenum=827447,Checkee CaseNum: 827447,Last Name: pineapple,First Name: N/A,ID: yan***@163.com,University(College): N/A,Check Date: 2019-11-01,Degree: BS,Visa Type: F1,Visa Entry: New,Employer: N/A,Job Title: N/A,US Consulate: ShangHai,Years in Usa: 0,Major: ME MS,Status: Pending,Country: N/A,Complete Date: 0000-00-00,"Note: 1000 515 上海 27窗口美女
ap 166天

2000 1101 上海 25号 阿姨
11.1 up
11.4 up

11.8 still ap

希望能及时获得CU毕业证书一张

12.11 今天40天了，看了一下11月的F1 只出了一个？"
Track,https://www.checkee.info/main.php?dispdate=2019-11,2019-11,115,252,2,369,37,https://www.checkee.info/personal_detail.php?casenum=827489,Checkee CaseNum: 827489,Last Name: N/A,First Name: N/A,ID: H4Nov1_19,University(College): N/A,Check Date: 2019-11-01,Degree: N/A,Visa Type: H4,Visa Entry: New,Employer: N/A,Job Title: N/A,US Consulate: BeiJing,Years in Usa: 0,Major: Chemistry,Status: Clear,Country: N/A,Complete Date: 2019-12-06,"Note: Nov 1, 1st update
Dec 5, 2nd update
Dec 6, issued"
Track,https://www.checkee.info/main.php?dispdate=2019-11,2019-11,115,252,2,369,37,https://www.checkee.info/personal_detail.php?casenum=827529,Checkee CaseNum: 827529,Last Name: Sophia,First Name: N/A,ID: Kuai2019,University(College): N/A,Check Date: 2019-11-01,Degree: MS,Visa Type: H1,Visa Entry: Renewal,Employer: N/A,Job Title: Business Analyst,US Consulate: BeiJing,Years in Usa: 12,Major: Chemical Engineering,Status: Clear,Country: China,Complete Date: 2019-12-13,"Note: 终于issue了 登录43天啊
Case Created 31-Oct-2019
Last updated 01-Nov-2019
2nd update 12-Dec-2019
Issue 13-Dec-2019"
Track,https://www.checkee.info/main.php?dispdate=2019-11,2019-11,115,252,2,369,37,https://www.checkee.info/personal_detail.php?casenum=827636,Checkee CaseNum: 827636,Last Name: N/A,First Name: N/A,ID: 早日通过,University(College): N/A,Check Date: 2019-11-01,Degree: Ph.D,Visa Type: J1,Visa Entry: New,Employer: N/A,Job Title: N/A,US Consulate: ChengDu,Years in Usa: 0,Major: material science,Status: Clear,Country: N/A,Complete Date: 2019-12-13,"Note: No update
05 Dec, still no update.
Nervous and hope to clear soon.
40 days, no update.
超越妹妹保佑！
Double Twelve，2：30 pm，update！ Waiting for 6 weeks！
Hope to clear quickly！ 
Issued in the morning of Dec. 13.
Good luck to every checkees!"
Track,https://www.checkee.info/main.php?dispdate=2019-11,2019-11,115,252,2,369,37,https://www.checkee.info/personal_detail.php?casenum=827668,Checkee CaseNum: 827668,Last Name: N/A,First Name: N/A,ID: 过儿,University(College): N/A,Check Date: 2019-11-01,Degree: N/A,Visa Type: J1,Visa Entry: New,Employer: N/A,Job Title: N/A,US Consulate: ChengDu,Years in Usa: 0,Major: Thermalphysics,Status: Clear,Country: N/A,Complete Date: 2019-12-13,Note:
Track,https://www.checkee.info/main.php?dispdate=2019-11,2019-11,115,252,2,369,37,https://www.checkee.info/personal_detail.php?casenum=827709,Checkee CaseNum: 827709,Last Name: N/A,First Name: N/A,ID: 求过啊,University(College): N/A,Check Date: 2019-11-01,Degree: N/A,Visa Type: J1,Visa Entry: New,Employer: N/A,Job Title: N/A,US Consulate: ShangHai,Years in Usa: 0,Major: CS,Status: Clear,Country: N/A,Complete Date: 2019-12-19,Note:
Track,https://www.checkee.info/main.php?dispdate=2019-11,2019-11,115,252,2,369,37,https://www.checkee.info/personal_detail.php?casenum=827718,Checkee CaseNum: 827718,Last Name: N/A,First Name: N/A,ID: wait wait,University(College): N/A,Check Date: 2019-11-01,Degree: N/A,Visa Type: H1,Visa Entry: New,Employer: N/A,Job Title: N/A,US Consulate: BeiJing,Years in Usa: 0,Major: biomedical,Status: Clear,Country: N/A,Complete Date: 2019-12-12,"Note: case created: Oct 31, 2019
first update: Nov 1, 2019"
Track,https://www.checkee.info/main.php?dispdate=2019-11,2019-11,115,252,2,369,37,https://www.checkee.info/personal_detail.php?casenum=827737,Checkee CaseNum: 827737,Last Name: N/A,First Name: N/A,ID: GoPass,University(College): N/A,Check Date: 2019-11-01,Degree: N/A,Visa Type: J1,Visa Entry: Renewal,Employer: N/A,Job Title: N/A,US Consulate: Others,Years in Usa: 0,Major: CS,Status: Clear,Country: N/A,Complete Date: 2019-12-02,"Note: 11/01 AP, submit documents
11/04 13:00 updated
11/29 16:00 updated
12/02 11:10 issued"
Track,https://www.checkee.info/main.php?dispdate=2019-11,2019-11,115,252,2,369,37,https://www.checkee.info/personal_detail.php?casenum=827768,Checkee CaseNum: 827768,Last Name: N/A,First Name: N/A,ID: wm,University(College): N/A,Check Date: 2019-11-01,Degree: Others,Visa Type: J1,Visa Entry: Renewal,Employer: N/A,Job Title: N/A,US Consulate: Toronto,Years in Usa: 1,Major: Chemical Engineer,Status: Pending,Country: CHN,Complete Date: 0000-00-00,"Note: 10.31 Created
11.01 1st update"
Track,https://www.checkee.info/main.php?dispdate=2019-11,2019-11,115,252,2,369,37,https://www.checkee.info/personal_detail.php?casenum=827774,Checkee CaseNum: 827774,Last Name: N/A,First Name: N/A,ID: god快让我过,University(College): N/A,Check Date: 2019-11-01,Degree: N/A,Visa Type: J1,Visa Entry: New,Employer: N/A,Job Title: N/A,US Consulate: BeiJing,Years in Usa: 0,Major: ME,Status: Clear,Country: N/A,Complete Date: 2019-12-06,"Note: 预约11月1日早上8点北京面签，本人J1，爱人J2。VO是一位白人小姐姐，问了我什么专业，拿走了我的CV，资助证明，研究计划等材料。又问了我爱人几个简单的问题如在国内有没有他工作，是不是第一次去美国等。然后举着蓝色小册子问我有没有这个？回答有。之后递出一张黄条，被check了。已经34天了，无update。
2019.12.5第二次update
2019.12.6issued"
Track,https://www.checkee.info/main.php?dispdate=2019-11,2019-11,115,252,2,369,37,https://www.checkee.info/personal_detail.php?casenum=827824,Checkee CaseNum: 827824,Last Name: N/A,First Name: N/A,ID: coco_via,University(College): N/A,Check Date: 2019-11-01,Degree: Ph.D,Visa Type: F1,Visa Entry: Renewal,Employer: N/A,Job Title: N/A,US Consulate: BeiJing,Years in Usa: 7,Major: Biology,Status: Pending,Country: China,Complete Date: 0000-00-00,"Note: 前两次回国renew均未被check（分别是在2013年和2015年，当时还在读博），以为这一次也会那么幸运（OPT-STEM），结果并没有

Case Created:	31-Oct-2019
Case Last Updated:	05-Dec-2019"
Track,https://www.checkee.info/main.php?dispdate=2019-11,2019-11,115,252,2,369,37,https://www.checkee.info/personal_detail.php?casenum=827854,Checkee CaseNum: 827854,Last Name: N/A,First Name: N/A,ID: theway,University(College): N/A,Check Date: 2019-11-01,Degree: N/A,Visa Type: F1,Visa Entry: Renewal,Employer: N/A,Job Title: N/A,US Consulate: ChengDu,Years in Usa: 0,Major: ECE,Status: Clear,Country: N/A,Complete Date: 2020-01-03,"Note: post-OPT
2019-10-31: case created.
2019-11-01: interview.
2019-12-10: no update. 
2019-12-30: no update. 
2020-01-02: update.
2020-01-03: issued.
2020-01-10: got my passport.

Good luck to all of us. XD"
Track,https://www.checkee.info/main.php?dispdate=2019-11,2019-11,115,252,2,369,37,https://www.checkee.info/personal_detail.php?casenum=827915,Checkee CaseNum: 827915,Last Name: N/A,First Name: N/A,ID: Michaelsa,University(College): N/A,Check Date: 2019-11-01,Degree: MS,Visa Type: B2,Visa Entry: New,Employer: N/A,Job Title: N/A,US Consulate: ShenYang,Years in Usa: 0,Major: metallurgy,Status: Pending,Country: China,Complete Date: 0000-00-00,Note:
Track,https://www.checkee.info/main.php?dispdate=2019-11,2019-11,115,252,2,369,37,https://www.checkee.info/personal_detail.php?casenum=827956,Checkee CaseNum: 827956,Last Name: N/A,First Name: N/A,ID: AA009D7931,University(College): N/A,Check Date: 2019-11-01,Degree: N/A,Visa Type: B2,Visa Entry: New,Employer: N/A,Job Title: N/A,US Consulate: BeiJing,Years in Usa: 0,Major: N/A,Status: Pending,Country: N/A,Complete Date: 0000-00-00,Note:
Track,https://www.checkee.info/main.php?dispdate=2019-11,2019-11,115,252,2,369,37,https://www.checkee.info/personal_detail.php?casenum=828075,Checkee CaseNum: 828075,Last Name: N/A,First Name: N/A,ID: Cruise,University(College): N/A,Check Date: 2019-11-01,Degree: N/A,Visa Type: B2,Visa Entry: Renewal,Employer: N/A,Job Title: N/A,US Consulate: Toronto,Years in Usa: 0,Major: Biochem,Status: Pending,Country: N/A,Complete Date: 0000-00-00,Note:
